"id_establecimiento","id_partido","votos","votos_paso","votos_pv","dif_paso","dif_pv"
8498,"0135",1071,680,815,391,256
8499,"0131",512,429,350,83,162
8499,"0135",979,941,933,38,46
8500,"0131",542,323,305,219,237
8500,"0135",775,754,855,21,-80
8501,"0131",39,34,32,5,7
8501,"0135",115,100,110,15,5
8502,"0131",772,415,380,357,392
8502,"0135",705,730,875,-25,-170
8503,"0131",113,24,14,89,99
8503,"0135",11,68,98,-57,-87
8504,"0131",684,784,695,-100,-11
8504,"0135",1254,629,779,625,475
8505,"0131",1701,1385,1207,316,494
8505,"0135",1488,872,1159,616,329
8506,"0131",1576,1150,1373,426,203
8506,"0135",1726,669,1102,1057,624
8507,"0131",725,773,823,-48,-98
8507,"0135",930,389,465,541,465
8508,"0131",186,466,508,-280,-322
8508,"0135",826,225,287,601,539
8509,"0131",14,14,10,0,4
8509,"0135",11,12,7,-1,4
8510,"0131",22,4,2,18,20
8510,"0135",22,28,38,-6,-16
8511,"0131",121,44,36,77,85
8511,"0135",96,107,131,-11,-35
8512,"0131",2,4,1,-2,1
8512,"0135",1,1,0,0,1
8513,"0131",2110,1600,1790,510,320
8513,"0135",1723,1014,1101,709,622
8514,"0131",864,992,1216,-128,-352
8514,"0135",1671,585,651,1086,1020
8515,"0131",2316,1626,1945,690,371
8515,"0135",1800,1049,1107,751,693
8516,"0131",805,966,1114,-161,-309
8516,"0135",1459,584,601,875,858
8517,"0131",781,521,608,260,173
8517,"0135",492,346,349,146,143
8518,"0131",659,375,438,284,221
8518,"0135",560,391,484,169,76
8519,"0131",1069,716,768,353,301
8519,"0135",1120,809,878,311,242
8520,"0131",697,405,434,292,263
8520,"0135",523,458,482,65,41
8521,"0131",2413,1469,1967,944,446
8521,"0135",1454,758,886,696,568
8522,"0131",2027,1632,1761,395,266
8522,"0135",1574,789,936,785,638
8523,"0131",462,617,707,-155,-245
8523,"0135",881,228,269,653,612
8524,"0131",2454,2112,2525,342,-71
8524,"0135",2474,1008,1116,1466,1358
8525,"0131",1370,1551,1682,-181,-312
8525,"0135",1982,790,715,1192,1267
8526,"0131",1193,1419,1583,-226,-390
8526,"0135",2095,778,794,1317,1301
8527,"0131",2139,1590,1711,549,428
8527,"0135",1389,853,903,536,486
8528,"0131",2417,2082,2414,335,3
8528,"0135",2525,942,1120,1583,1405
8529,"0131",1417,1236,1631,181,-214
8529,"0135",1837,676,733,1161,1104
8530,"0131",672,696,825,-24,-153
8530,"0135",990,333,349,657,641
8531,"0131",1121,1023,974,98,147
8531,"0135",805,550,459,255,346
8532,"0131",2357,1502,1734,855,623
8532,"0135",1145,734,803,411,342
8533,"0131",588,553,610,35,-22
8533,"0135",781,347,394,434,387
8534,"0131",453,600,782,-147,-329
8534,"0135",1161,289,383,872,778
8535,"0131",1664,1593,1917,71,-253
8535,"0135",2087,799,932,1288,1155
8536,"0131",1601,1612,1816,-11,-215
8536,"0135",2112,839,932,1273,1180
8537,"0131",771,870,1060,-99,-289
8537,"0135",1372,494,528,878,844
8538,"0131",1800,1709,1942,91,-142
8538,"0135",1932,880,774,1052,1158
8539,"0131",1071,899,1032,172,39
8539,"0135",1030,465,532,565,498
8540,"0131",609,653,651,-44,-42
8540,"0135",675,310,280,365,395
8541,"0131",1159,1077,1260,82,-101
8541,"0135",762,191,214,571,548
8542,"0131",1242,1337,1578,-95,-336
8542,"0135",1178,329,275,849,903
8543,"0131",1131,1378,1841,-247,-710
8543,"0135",1573,314,298,1259,1275
8544,"0131",1210,1541,1877,-331,-667
8544,"0135",1448,298,260,1150,1188
8545,"0131",1360,1986,2301,-626,-941
8545,"0135",2115,399,393,1716,1722
8546,"0131",1257,1256,1406,1,-149
8546,"0135",1007,315,300,692,707
8547,"0131",2743,2890,3367,-147,-624
8547,"0135",2435,698,609,1737,1826
8548,"0131",1223,1514,1743,-291,-520
8548,"0135",1512,305,277,1207,1235
8549,"0131",2182,2757,3206,-575,-1024
8549,"0135",2677,598,596,2079,2081
8550,"0131",709,913,1101,-204,-392
8550,"0135",918,208,177,710,741
8551,"0131",983,1259,1618,-276,-635
8551,"0135",841,90,54,751,787
8552,"0131",973,928,1171,45,-198
8552,"0135",811,290,287,521,524
8553,"0131",1197,1071,1239,126,-42
8553,"0135",942,341,335,601,607
8554,"0131",1807,1413,1705,394,102
8554,"0135",1166,644,597,522,569
8555,"0131",1023,769,910,254,113
8555,"0135",596,269,327,327,269
8556,"0131",654,752,883,-98,-229
8556,"0135",918,298,338,620,580
8557,"0131",2016,1288,1776,728,240
8557,"0135",1287,595,693,692,594
8558,"0131",1481,1315,1627,166,-146
8558,"0135",1480,553,628,927,852
8559,"0131",710,607,764,103,-54
8559,"0135",651,277,280,374,371
8560,"0131",610,697,864,-87,-254
8560,"0135",1026,335,353,691,673
8561,"0131",11,61,74,-50,-63
8561,"0135",105,16,20,89,85
8562,"0131",1125,1142,1285,-17,-160
8562,"0135",1310,453,478,857,832
8563,"0131",946,914,1082,32,-136
8563,"0135",841,252,309,589,532
8564,"0131",11,28,37,-17,-26
8564,"0135",40,6,4,34,36
8565,"0131",159,389,435,-230,-276
8565,"0135",453,52,65,401,388
8566,"0131",7,57,74,-50,-67
8566,"0135",89,12,7,77,82
8567,"0131",44,28,40,16,4
8567,"0135",10,9,8,1,2
8568,"0131",208,137,143,71,65
8568,"0135",14,35,30,-21,-16
8569,"0131",460,370,624,90,-164
8569,"0135",286,59,49,227,237
8570,"0131",10,71,84,-61,-74
8570,"0135",115,24,14,91,101
8571,"0131",6,14,18,-8,-12
8571,"0135",19,4,4,15,15
8572,"0131",401,546,578,-145,-177
8572,"0135",480,263,166,217,314
8573,"0131",10,7,13,3,-3
8573,"0135",6,2,1,4,5
8574,"0131",471,698,836,-227,-365
8574,"0135",626,100,106,526,520
8575,"0131",26,16,24,10,2
8575,"0135",12,9,11,3,1
8576,"0131",407,394,549,13,-142
8576,"0135",365,94,94,271,271
8577,"0131",79,62,112,17,-33
8577,"0135",40,4,1,36,39
8578,"0131",564,966,1017,-402,-453
8578,"0135",1006,259,268,747,738
8579,"0131",727,653,871,74,-144
8579,"0135",555,217,209,338,346
8580,"0131",345,428,491,-83,-146
8580,"0135",309,74,60,235,249
8581,"0131",45,136,139,-91,-94
8581,"0135",124,13,9,111,115
8582,"0131",1,4,5,-3,-4
8582,"0135",5,1,1,4,4
8583,"0131",991,875,1082,116,-91
8583,"0135",399,276,183,123,216
8584,"0131",20,109,119,-89,-99
8584,"0135",155,18,19,137,136
8585,"0131",1,1,0,0,1
8585,"0135",1,0,0,1,1
8586,"0131",1035,1615,2186,-580,-1151
8586,"0135",1757,352,176,1405,1581
8587,"0131",648,1068,1279,-420,-631
8587,"0135",976,156,133,820,843
8588,"0131",1777,1642,2267,135,-490
8588,"0135",933,252,220,681,713
8589,"0131",1,30,51,-29,-50
8589,"0135",77,10,9,67,68
8590,"0131",66,186,219,-120,-153
8590,"0135",182,12,13,170,169
8591,"0131",43,60,91,-17,-48
8591,"0135",56,8,2,48,54
8592,"0131",0,1350,0,-1350,0
8592,"0135",0,379,0,-379,0
8593,"0131",0,1525,0,-1525,0
8593,"0135",0,356,0,-356,0
8594,"0131",0,75,0,-75,0
8594,"0135",0,31,0,-31,0
8595,"0131",0,47,0,-47,0
8595,"0135",0,10,0,-10,0
8596,"0131",1,3,7,-2,-6
8596,"0135",6,1,0,5,6
8597,"0131",0,1650,0,-1650,0
8597,"0135",0,143,0,-143,0
8598,"0131",0,108,0,-108,0
8598,"0135",0,18,0,-18,0
8599,"0131",506,401,410,105,96
8599,"0135",49,83,91,-34,-42
8600,"0131",853,1118,1314,-265,-461
8600,"0135",801,191,208,610,593
8601,"0131",637,1133,1538,-496,-901
8601,"0135",1278,224,239,1054,1039
8602,"0131",1198,1502,1768,-304,-570
8602,"0135",1022,259,266,763,756
8603,"0131",30,54,64,-24,-34
8603,"0135",51,12,11,39,40
8604,"0131",715,1361,1000,-646,-285
8604,"0135",613,356,190,257,423
8605,"0131",0,1295,0,-1295,0
8605,"0135",0,398,0,-398,0
8606,"0131",59,154,181,-95,-122
8606,"0135",184,43,29,141,155
8607,"0131",94,132,141,-38,-47
8607,"0135",84,16,23,68,61
8608,"0131",210,242,311,-32,-101
8608,"0135",454,98,80,356,374
8609,"0131",421,336,450,85,-29
8609,"0135",208,179,128,29,80
8610,"0131",1486,1940,2187,-454,-701
8610,"0135",1417,485,431,932,986
8611,"0131",2890,3202,3769,-312,-879
8611,"0135",2096,634,749,1462,1347
8612,"0131",2876,2922,3422,-46,-546
8612,"0135",1689,625,686,1064,1003
8613,"0131",2385,2367,2601,18,-216
8613,"0135",999,459,486,540,513
8614,"0131",1620,2579,2678,-959,-1058
8614,"0135",1871,560,496,1311,1375
8615,"0131",1770,2112,2406,-342,-636
8615,"0135",1379,386,431,993,948
8616,"0131",919,1641,1715,-722,-796
8616,"0135",1391,337,324,1054,1067
8617,"0131",1878,2422,2896,-544,-1018
8617,"0135",1918,501,508,1417,1410
8618,"0131",1380,1495,1705,-115,-325
8618,"0135",918,344,362,574,556
8619,"0131",93,44,90,49,3
8619,"0135",3,6,1,-3,2
8620,"0131",163,333,386,-170,-223
8620,"0135",256,19,7,237,249
8621,"0131",2707,2504,3605,203,-898
8621,"0135",2102,971,737,1131,1365
8622,"0131",751,416,1090,335,-339
8622,"0135",670,119,172,551,498
8623,"0131",1138,1422,1693,-284,-555
8623,"0135",1208,510,339,698,869
8624,"0131",1022,803,1691,219,-669
8624,"0135",1286,281,333,1005,953
8625,"0131",18,100,147,-82,-129
8625,"0135",159,20,10,139,149
8626,"0131",25,11,25,14,0
8626,"0135",7,2,2,5,5
8627,"0131",6,6,7,0,-1
8627,"0135",1,0,0,1,1
8628,"0131",218,242,336,-24,-118
8628,"0135",250,51,46,199,204
8629,"0131",86,104,116,-18,-30
8629,"0135",81,9,18,72,63
8630,"0131",10,92,136,-82,-126
8630,"0135",151,18,10,133,141
8631,"0131",1187,1528,1755,-341,-568
8631,"0135",1164,368,237,796,927
8632,"0131",1314,1424,1837,-110,-523
8632,"0135",1018,325,253,693,765
8633,"0131",14,46,46,-32,-32
8633,"0135",61,23,13,38,48
8634,"0131",0,37,35,-37,-35
8634,"0135",42,7,3,35,39
8635,"0131",2,29,21,-27,-19
8635,"0135",27,4,2,23,25
8636,"0131",71,50,54,21,17
8636,"0135",14,9,8,5,6
8637,"0131",6,58,64,-52,-58
8637,"0135",86,19,13,67,73
8638,"0131",1185,1572,1599,-387,-414
8638,"0135",1463,335,340,1128,1123
8639,"0131",1312,1266,1318,46,-6
8639,"0135",893,311,298,582,595
8640,"0131",1272,1496,1570,-224,-298
8640,"0135",1329,553,425,776,904
8641,"0131",1512,1860,1918,-348,-406
8641,"0135",1778,506,533,1272,1245
8642,"0131",1531,1898,1954,-367,-423
8642,"0135",1823,534,535,1289,1288
8643,"0131",37,95,98,-58,-61
8643,"0135",141,35,3,106,138
8644,"0131",15,22,27,-7,-12
8644,"0135",30,4,5,26,25
8645,"0131",54,72,77,-18,-23
8645,"0135",78,27,20,51,58
8646,"0131",115,115,142,0,-27
8646,"0135",85,38,16,47,69
8647,"0131",0,3,0,-3,0
8647,"0135",0,2,0,-2,0
8648,"0131",0,279,0,-279,0
8648,"0135",0,73,0,-73,0
8649,"0131",738,2094,1493,-1356,-755
8649,"0135",1017,344,118,673,899
8650,"0131",375,1220,650,-845,-275
8650,"0135",426,227,64,199,362
8651,"0131",0,104,0,-104,0
8651,"0135",0,9,0,-9,0
8652,"0131",0,51,0,-51,0
8652,"0135",0,11,0,-11,0
8653,"0131",59,56,69,3,-10
8653,"0135",61,24,14,37,47
8654,"0131",171,326,365,-155,-194
8654,"0135",309,70,50,239,259
8655,"0131",4,9,13,-5,-9
8655,"0135",23,16,13,7,10
8656,"0131",678,1347,1652,-669,-974
8656,"0135",1268,227,191,1041,1077
8657,"0131",0,1526,0,-1526,0
8657,"0135",0,261,0,-261,0
8658,"0131",0,1826,0,-1826,0
8658,"0135",0,195,0,-195,0
8659,"0131",30,27,48,3,-18
8659,"0135",56,17,10,39,46
8660,"0131",1078,1911,1659,-833,-581
8660,"0135",1002,241,242,761,760
8661,"0131",50,74,86,-24,-36
8661,"0135",46,7,8,39,38
8662,"0131",36,58,73,-22,-37
8662,"0135",57,8,10,49,47
8663,"0131",34,25,28,9,6
8663,"0135",12,8,12,4,0
8664,"0131",0,1637,0,-1637,0
8664,"0135",0,200,0,-200,0
8665,"0131",0,86,0,-86,0
8665,"0135",0,11,0,-11,0
8666,"0131",0,129,0,-129,0
8666,"0135",0,18,0,-18,0
8667,"0131",6,7,3,-1,3
8667,"0135",2,2,2,0,0
8668,"0131",0,1,1,-1,-1
8668,"0135",1,0,0,1,1
8669,"0131",5,9,13,-4,-8
8669,"0135",13,3,3,10,10
8670,"0131",114,100,101,14,13
8670,"0135",26,7,9,19,17
8671,"0131",697,994,1042,-297,-345
8671,"0135",839,225,128,614,711
8672,"0131",1325,1559,1707,-234,-382
8672,"0135",1215,331,252,884,963
8673,"0131",10,10,19,0,-9
8673,"0135",12,1,0,11,12
8674,"0131",212,558,730,-346,-518
8674,"0135",624,43,15,581,609
8675,"0131",58,48,46,10,12
8675,"0135",8,1,7,7,1
8676,"0131",0,1357,0,-1357,0
8676,"0135",0,315,0,-315,0
8677,"0131",0,902,0,-902,0
8677,"0135",0,198,0,-198,0
8678,"0131",0,48,0,-48,0
8678,"0135",0,6,0,-6,0
8679,"0131",44,39,47,5,-3
8679,"0135",10,5,2,5,8
8680,"0131",0,12,0,-12,0
8680,"0135",0,3,0,-3,0
8681,"0131",618,345,661,273,-43
8681,"0135",246,195,109,51,137
8682,"0131",632,1032,880,-400,-248
8682,"0135",502,231,137,271,365
8683,"0131",0,20,0,-20,0
8683,"0135",0,7,0,-7,0
8684,"0131",0,0,0,0,0
8684,"0135",0,4,0,-4,0
8685,"0131",1238,2117,2118,-879,-880
8685,"0135",1515,358,256,1157,1259
8686,"0131",1241,1853,1881,-612,-640
8686,"0135",1378,392,315,986,1063
8687,"0131",191,54,184,137,7
8687,"0135",56,26,5,30,51
8688,"0131",21,1,36,20,-15
8688,"0135",34,8,4,26,30
8689,"0131",6,10,12,-4,-6
8689,"0135",9,3,1,6,8
8690,"0131",0,7,8,-7,-8
8690,"0135",10,0,0,10,10
8691,"0131",6,6,10,0,-4
8691,"0135",5,1,0,4,5
8692,"0131",7,7,6,0,1
8692,"0135",1,1,0,0,1
8693,"0131",1033,1449,1633,-416,-600
8693,"0135",901,251,134,650,767
8694,"0131",782,1144,1195,-362,-413
8694,"0135",575,107,42,468,533
8695,"0131",0,5,8,-5,-8
8695,"0135",10,0,0,10,10
8696,"0131",10,47,120,-37,-110
8696,"0135",115,5,5,110,110
8697,"0131",15,11,16,4,-1
8697,"0135",12,1,2,11,10
8698,"0131",0,0,0,0,0
8698,"0135",0,0,0,0,0
8699,"0131",10,7,9,3,1
8699,"0135",22,10,10,12,12
8700,"0131",872,1163,1337,-291,-465
8700,"0135",615,91,70,524,545
8701,"0131",803,1772,1473,-969,-670
8701,"0135",1387,385,340,1002,1047
8702,"0131",0,11,0,-11,0
8702,"0135",0,2,0,-2,0
8703,"0131",0,403,0,-403,0
8703,"0135",0,67,0,-67,0
8704,"0131",2,3,3,-1,-1
8704,"0135",5,3,2,2,3
8705,"0131",0,3,1,-3,-1
8705,"0135",1,0,0,1,1
8706,"0131",0,37,0,-37,0
8706,"0135",0,2,0,-2,0
8707,"0131",0,22,0,-22,0
8707,"0135",0,1,0,-1,0
8708,"0131",0,5,0,-5,0
8708,"0135",0,0,0,0,0
8709,"0131",252,1216,218,-964,34
8709,"0135",23,237,23,-214,0
8710,"0131",634,774,818,-140,-184
8710,"0135",387,167,86,220,301
8711,"0131",257,1017,511,-760,-254
8711,"0135",441,165,80,276,361
8712,"0131",0,1005,0,-1005,0
8712,"0135",0,236,0,-236,0
8713,"0131",0,44,0,-44,0
8713,"0135",0,2,0,-2,0
8714,"0131",0,151,0,-151,0
8714,"0135",0,20,0,-20,0
8715,"0131",3,9,7,-6,-4
8715,"0135",7,3,2,4,5
8716,"0131",897,872,857,25,40
8716,"0135",823,224,258,599,565
8717,"0131",25,19,24,6,1
8717,"0135",18,8,8,10,10
8718,"0131",58,1383,380,-1325,-322
8718,"0135",438,168,64,270,374
8719,"0131",545,1029,763,-484,-218
8719,"0135",415,151,61,264,354
8720,"0131",98,200,238,-102,-140
8720,"0135",170,19,7,151,163
8721,"0131",0,170,0,-170,0
8721,"0135",0,24,0,-24,0
8722,"0131",0,0,0,0,0
8722,"0135",0,12,0,-12,0
8723,"0131",0,45,0,-45,0
8723,"0135",0,19,0,-19,0
8724,"0131",323,351,378,-28,-55
8724,"0135",140,39,18,101,122
8725,"0131",0,73,0,-73,0
8725,"0135",0,10,0,-10,0
8726,"0131",302,798,529,-496,-227
8726,"0135",490,178,66,312,424
8727,"0131",528,1115,698,-587,-170
8727,"0135",537,265,104,272,433
8728,"0131",0,124,0,-124,0
8728,"0135",0,19,0,-19,0
8729,"0131",0,25,0,-25,0
8729,"0135",0,5,0,-5,0
8730,"0131",0,320,0,-320,0
8730,"0135",0,15,0,-15,0
8731,"0131",0,7,0,-7,0
8731,"0135",0,20,0,-20,0
8732,"0131",0,61,0,-61,0
8732,"0135",0,1,0,-1,0
8733,"0131",311,988,804,-677,-493
8733,"0135",496,32,0,464,496
8734,"0131",0,57,0,-57,0
8734,"0135",0,0,0,0,0
8735,"0131",0,75,0,-75,0
8735,"0135",0,0,0,0,0
8736,"0131",627,947,1177,-320,-550
8736,"0135",681,105,47,576,634
8737,"0131",30,46,50,-16,-20
8737,"0135",21,0,0,21,21
8738,"0131",2362,2722,4100,-360,-1738
8738,"0135",2326,255,181,2071,2145
8739,"0131",1850,2447,2964,-597,-1114
8739,"0135",1443,253,101,1190,1342
8740,"0131",0,9,5,-9,-5
8740,"0135",8,0,0,8,8
8741,"0131",19,8,25,11,-6
8741,"0135",10,1,0,9,10
8742,"0131",845,1510,1645,-665,-800
8742,"0135",903,36,4,867,899
8743,"0131",523,1811,715,-1288,-192
8743,"0135",517,81,33,436,484
8744,"0131",0,314,0,-314,0
8744,"0135",0,1,0,-1,0
8745,"0131",0,67,0,-67,0
8745,"0135",0,4,0,-4,0
8746,"0131",132,408,283,-276,-151
8746,"0135",241,15,18,226,223
8747,"0131",67,292,159,-225,-92
8747,"0135",120,26,6,94,114
8748,"0131",53,470,174,-417,-121
8748,"0135",141,28,7,113,134
8749,"0131",0,234,0,-234,0
8749,"0135",0,6,0,-6,0
8750,"0131",915,850,828,65,87
8750,"0135",1456,574,513,882,943
8751,"0131",1195,1046,1099,149,96
8751,"0135",1830,684,675,1146,1155
8752,"0131",1120,359,409,761,711
8752,"0135",789,887,968,-98,-179
8753,"0131",984,396,429,588,555
8753,"0135",1110,1067,1114,43,-4
8754,"0131",1398,873,985,525,413
8754,"0135",1231,503,475,728,756
8755,"0131",954,1015,976,-61,-22
8755,"0135",1611,540,442,1071,1169
8756,"0131",2090,937,944,1153,1146
8756,"0135",1654,1369,1419,285,235
8757,"0131",1876,669,732,1207,1144
8757,"0135",1223,1196,1300,27,-77
8758,"0131",1208,589,631,619,577
8758,"0135",1313,952,1036,361,277
8759,"0131",1888,1095,1055,793,833
8759,"0135",1640,894,790,746,850
8760,"0131",1204,989,1003,215,201
8760,"0135",2014,836,722,1178,1292
8761,"0131",1637,1176,1182,461,455
8761,"0135",2112,963,865,1149,1247
8762,"0131",1765,1159,1252,606,513
8762,"0135",2291,950,933,1341,1358
8763,"0131",1230,823,755,407,475
8763,"0135",1177,651,506,526,671
8764,"0131",1098,1038,1048,60,50
8764,"0135",2407,888,790,1519,1617
8765,"0131",1835,1155,1184,680,651
8765,"0135",1941,980,896,961,1045
8766,"0131",2021,1198,1129,823,892
8766,"0135",1661,958,826,703,835
8767,"0131",2033,1471,1516,562,517
8767,"0135",2805,1142,1103,1663,1702
8768,"0131",1554,1249,1222,305,332
8768,"0135",2478,965,942,1513,1536
8769,"0131",2431,1236,1237,1195,1194
8769,"0135",1613,1000,894,613,719
8770,"0131",133,68,70,65,63
8770,"0135",154,96,112,58,42
8771,"0131",2430,1332,1221,1098,1209
8771,"0135",1405,970,797,435,608
8772,"0131",2119,1216,1237,903,882
8772,"0135",1979,1019,919,960,1060
8773,"0131",1315,982,883,333,432
8773,"0135",1781,791,710,990,1071
8774,"0131",1558,1085,1046,473,512
8774,"0135",1686,722,672,964,1014
8775,"0131",1380,1001,1006,379,374
8775,"0135",1755,770,592,985,1163
8776,"0131",3124,1723,1730,1401,1394
8776,"0135",1972,1092,1029,880,943
8777,"0131",2294,1119,1042,1175,1252
8777,"0135",1196,960,799,236,397
8778,"0131",2305,1628,1593,677,712
8778,"0135",2552,1192,1003,1360,1549
8779,"0131",2096,1178,1225,918,871
8779,"0135",1673,884,757,789,916
8780,"0131",981,832,792,149,189
8780,"0135",1725,598,564,1127,1161
8781,"0131",2010,1323,1298,687,712
8781,"0135",1994,794,676,1200,1318
8782,"0131",883,1161,922,-278,-39
8782,"0135",1803,589,446,1214,1357
8783,"0131",2190,1322,1265,868,925
8783,"0135",1341,668,538,673,803
8784,"0131",1869,1111,971,758,898
8784,"0135",1089,555,474,534,615
8785,"0131",1563,1441,1390,122,173
8785,"0135",2361,783,634,1578,1727
8786,"0131",1988,1322,1259,666,729
8786,"0135",1771,779,614,992,1157
8787,"0131",1065,935,955,130,110
8787,"0135",1546,498,453,1048,1093
8788,"0131",1570,993,1002,577,568
8788,"0135",1401,592,464,809,937
8789,"0131",1546,998,954,548,592
8789,"0135",1186,479,408,707,778
8790,"0131",1108,895,828,213,280
8790,"0135",1332,531,495,801,837
8791,"0131",400,167,283,233,117
8791,"0135",136,39,37,97,99
8792,"0131",69,0,71,69,-2
8792,"0135",85,0,38,85,47
8793,"0131",2505,1431,1400,1074,1105
8793,"0135",2076,1015,1065,1061,1011
8794,"0131",1439,1117,1003,322,436
8794,"0135",1727,858,729,869,998
8795,"0131",1511,878,840,633,671
8795,"0135",1142,638,620,504,522
8796,"0131",901,700,778,201,123
8796,"0135",1462,526,505,936,957
8797,"0131",42,26,30,16,12
8797,"0135",10,6,3,4,7
8798,"0131",99,112,123,-13,-24
8798,"0135",109,30,13,79,96
8799,"0131",50,26,27,24,23
8799,"0135",2,12,6,-10,-4
8800,"0131",1247,336,394,911,853
8800,"0135",266,586,610,-320,-344
8801,"0131",2232,837,853,1395,1379
8801,"0135",999,1200,1322,-201,-323
8802,"0131",800,650,702,150,98
8802,"0135",793,241,293,552,500
8803,"0131",0,0,0,0,0
8803,"0135",0,0,0,0,0
8804,"0131",933,813,763,120,170
8804,"0135",863,322,341,541,522
8805,"0131",1828,1127,1104,701,724
8805,"0135",1803,694,604,1109,1199
8806,"0131",1221,1173,1122,48,99
8806,"0135",2388,717,578,1671,1810
8807,"0131",2072,1181,1178,891,894
8807,"0135",1770,774,634,996,1136
8808,"0131",1589,1104,1172,485,417
8808,"0135",2048,542,579,1506,1469
8809,"0131",1755,1012,831,743,924
8809,"0135",890,623,489,267,401
8810,"0131",1624,1079,1028,545,596
8810,"0135",1738,659,598,1079,1140
8811,"0131",1932,1370,1213,562,719
8811,"0135",2221,811,729,1410,1492
8812,"0131",2083,1307,1232,776,851
8812,"0135",1871,744,593,1127,1278
8813,"0131",1211,1047,943,164,268
8813,"0135",1882,599,453,1283,1429
8814,"0131",225,125,141,100,84
8814,"0135",76,57,50,19,26
8815,"0131",123,165,155,-42,-32
8815,"0135",234,54,41,180,193
8816,"0131",694,767,692,-73,2
8816,"0135",778,266,249,512,529
8817,"0131",660,748,624,-88,36
8817,"0135",538,175,151,363,387
8818,"0131",149,96,93,53,56
8818,"0135",17,22,24,-5,-7
8819,"0131",67,183,160,-116,-93
8819,"0135",247,56,46,191,201
8820,"0131",1811,1450,1414,361,397
8820,"0135",1648,842,673,806,975
8821,"0131",1841,1491,1447,350,394
8821,"0135",1575,739,676,836,899
8822,"0131",1390,1349,1296,41,94
8822,"0135",1737,660,585,1077,1152
8823,"0131",63,176,182,-113,-119
8823,"0135",240,52,30,188,210
8824,"0131",627,426,367,201,260
8824,"0135",285,235,155,50,130
8825,"0131",2490,1562,1392,928,1098
8825,"0135",1689,974,707,715,982
8826,"0131",1545,1353,1138,192,407
8826,"0135",2063,787,525,1276,1538
8827,"0131",1942,1582,1311,360,631
8827,"0135",1866,859,608,1007,1258
8828,"0131",2512,1770,1517,742,995
8828,"0135",1769,1260,694,509,1075
8829,"0131",2583,1757,1499,826,1084
8829,"0135",1826,1061,642,765,1184
8830,"0131",2102,1658,1400,444,702
8830,"0135",2304,1069,699,1235,1605
8831,"0131",1056,658,578,398,478
8831,"0135",596,373,275,223,321
8832,"0131",1182,1257,1063,-75,119
8832,"0135",1774,568,404,1206,1370
8833,"0131",1178,1365,1096,-187,82
8833,"0135",1915,628,369,1287,1546
8834,"0131",1107,922,752,185,355
8834,"0135",1178,489,319,689,859
8835,"0131",1301,993,892,308,409
8835,"0135",1268,599,312,669,956
8836,"0131",1116,815,887,301,229
8836,"0135",537,355,269,182,268
8837,"0131",185,272,317,-87,-132
8837,"0135",409,91,61,318,348
8838,"0131",1214,977,1028,237,186
8838,"0135",1070,533,261,537,809
8839,"0131",0,1041,0,-1041,0
8839,"0135",0,238,0,-238,0
8840,"0131",1170,1402,1338,-232,-168
8840,"0135",1989,725,524,1264,1465
8841,"0131",2010,2051,1943,-41,67
8841,"0135",2617,891,786,1726,1831
8842,"0131",2650,1929,1863,721,787
8842,"0135",1904,899,724,1005,1180
8843,"0131",1781,1719,1700,62,81
8843,"0135",2258,938,694,1320,1564
8844,"0131",2867,2267,2260,600,607
8844,"0135",2583,1098,933,1485,1650
8845,"0131",2407,1680,1619,727,788
8845,"0135",1394,737,573,657,821
8846,"0131",1957,1504,1454,453,503
8846,"0135",1654,780,661,874,993
8847,"0131",1736,1398,1323,338,413
8847,"0135",1519,695,524,824,995
8848,"0131",1633,908,888,725,745
8848,"0135",557,496,374,61,183
8849,"0131",1250,1053,974,197,276
8849,"0135",1002,337,200,665,802
8850,"0131",590,605,620,-15,-30
8850,"0135",505,76,51,429,454
8851,"0131",810,617,643,193,167
8851,"0135",650,134,60,516,590
8852,"0131",486,586,582,-100,-96
8852,"0135",511,199,191,312,320
8853,"0131",406,281,279,125,127
8853,"0135",67,69,56,-2,11
8854,"0131",112,233,221,-121,-109
8854,"0135",297,90,68,207,229
8855,"0131",219,150,120,69,99
8855,"0135",14,39,37,-25,-23
8856,"0131",444,490,462,-46,-18
8856,"0135",393,80,59,313,334
8857,"0131",906,823,815,83,91
8857,"0135",781,275,271,506,510
8858,"0131",1010,773,763,237,247
8858,"0135",694,353,275,341,419
8859,"0131",300,481,529,-181,-229
8859,"0135",652,179,86,473,566
8860,"0131",2043,1295,1534,748,509
8860,"0135",1217,1233,296,-16,921
8861,"0131",85,276,334,-191,-249
8861,"0135",466,48,55,418,411
8862,"0131",1010,948,874,62,136
8862,"0135",809,416,345,393,464
8863,"0131",0,506,0,-506,0
8863,"0135",0,80,0,-80,0
8864,"0131",215,995,555,-780,-340
8864,"0135",619,190,24,429,595
8865,"0131",490,737,799,-247,-309
8865,"0135",788,204,132,584,656
8866,"0131",983,1046,1184,-63,-201
8866,"0135",789,243,144,546,645
8867,"0131",1846,1601,1254,245,592
8867,"0135",2174,829,648,1345,1526
8868,"0131",948,1797,781,-849,167
8868,"0135",1471,872,351,599,1120
8869,"0131",1477,1009,979,468,498
8869,"0135",1489,540,429,949,1060
8870,"0131",1409,1666,1050,-257,359
8870,"0135",1844,870,541,974,1303
8871,"0131",1916,1195,1154,721,762
8871,"0135",1467,549,521,918,946
