"id_establecimiento","id_partido","votos","votos_paso","votos_pv","dif_paso","dif_pv"
2908,"0131",1870,1622,1683,248,187
2908,"0135",975,331,395,644,580
2909,"0131",301,625,706,-324,-405
2909,"0135",840,86,144,754,696
2910,"0131",920,1770,1748,-850,-828
2910,"0135",2010,302,379,1708,1631
2911,"0131",2027,2699,2729,-672,-702
2911,"0135",2550,440,554,2110,1996
2912,"0131",1368,2055,2150,-687,-782
2912,"0135",2226,384,521,1842,1705
2913,"0131",1837,2099,2111,-262,-274
2913,"0135",1641,337,436,1304,1205
2914,"0131",987,1529,1585,-542,-598
2914,"0135",1644,237,318,1407,1326
2915,"0131",1098,1540,1768,-442,-670
2915,"0135",1749,392,381,1357,1368
2916,"0131",2125,2325,2442,-200,-317
2916,"0135",1893,387,528,1506,1365
2917,"0131",1976,2205,2228,-229,-252
2917,"0135",1721,572,491,1149,1230
2918,"0131",2567,2682,2725,-115,-158
2918,"0135",2000,470,615,1530,1385
2919,"0131",1038,917,979,121,59
2919,"0135",631,197,266,434,365
2920,"0131",1280,2393,2337,-1113,-1057
2920,"0135",2407,316,444,2091,1963
2921,"0131",1081,1002,1029,79,52
2921,"0135",618,188,191,430,427
2922,"0131",1204,1618,1664,-414,-460
2922,"0135",1603,278,371,1325,1232
2923,"0131",1368,1702,1766,-334,-398
2923,"0135",1487,254,346,1233,1141
2924,"0131",2108,2435,2534,-327,-426
2924,"0135",1917,419,517,1498,1400
2925,"0131",1250,1579,1718,-329,-468
2925,"0135",1556,282,372,1274,1184
2926,"0131",1442,1895,1643,-453,-201
2926,"0135",1320,373,423,947,897
2927,"0131",2007,1670,2317,337,-310
2927,"0135",1704,250,473,1454,1231
2928,"0131",1752,2272,2404,-520,-652
2928,"0135",2197,446,531,1751,1666
2929,"0131",2048,2182,2256,-134,-208
2929,"0135",1609,360,502,1249,1107
2930,"0131",1190,1607,1697,-417,-507
2930,"0135",1657,302,418,1355,1239
2931,"0131",2326,2781,2718,-455,-392
2931,"0135",2171,553,683,1618,1488
2932,"0131",1226,1309,1360,-83,-134
2932,"0135",1081,268,378,813,703
2933,"0131",1711,1916,2002,-205,-291
2933,"0135",1734,438,597,1296,1137
2934,"0131",2080,2340,2476,-260,-396
2934,"0135",2139,482,672,1657,1467
2935,"0131",1680,1980,2133,-300,-453
2935,"0135",2031,429,571,1602,1460
2936,"0131",2393,2653,2804,-260,-411
2936,"0135",2169,469,624,1700,1545
2937,"0131",1791,1784,1730,7,61
2937,"0135",1071,363,429,708,642
2938,"0131",1048,1455,1507,-407,-459
2938,"0135",1489,304,408,1185,1081
2939,"0131",1513,1564,1620,-51,-107
2939,"0135",1294,322,427,972,867
2940,"0131",1246,1975,2063,-729,-817
2940,"0135",2202,354,503,1848,1699
2941,"0131",1934,2112,2007,-178,-73
2941,"0135",1435,360,476,1075,959
2942,"0131",1521,1854,2002,-333,-481
2942,"0135",1891,406,525,1485,1366
2943,"0131",1716,1972,2075,-256,-359
2943,"0135",1846,531,564,1315,1282
2944,"0131",1613,1934,2010,-321,-397
2944,"0135",1812,344,510,1468,1302
2945,"0131",1500,2010,2137,-510,-637
2945,"0135",2181,391,561,1790,1620
2946,"0131",1773,1814,1639,-41,134
2946,"0135",1068,398,494,670,574
2947,"0131",672,943,983,-271,-311
2947,"0135",1016,195,267,821,749
2948,"0131",747,811,866,-64,-119
2948,"0135",643,137,209,506,434
2949,"0131",735,844,890,-109,-155
2949,"0135",713,162,204,551,509
2950,"0131",233,419,438,-186,-205
2950,"0135",463,72,101,391,362
2951,"0131",2290,2015,2197,275,93
2951,"0135",1573,471,613,1102,960
2952,"0131",729,1296,1283,-567,-554
2952,"0135",1616,311,396,1305,1220
2953,"0131",1465,1658,1654,-193,-189
2953,"0135",1481,381,477,1100,1004
2954,"0131",1356,1628,1745,-272,-389
2954,"0135",1815,473,581,1342,1234
2955,"0131",1345,2096,2167,-751,-822
2955,"0135",2402,459,631,1943,1771
2956,"0131",2447,2222,2418,225,29
2956,"0135",1905,575,715,1330,1190
2957,"0131",1478,1434,1448,44,30
2957,"0135",1192,423,545,769,647
2958,"0131",1378,1540,1635,-162,-257
2958,"0135",1480,325,463,1155,1017
2959,"0131",844,1636,1722,-792,-878
2959,"0135",2066,355,433,1711,1633
2960,"0131",1542,1735,1797,-193,-255
2960,"0135",1619,411,522,1208,1097
2961,"0131",563,963,821,-400,-258
2961,"0135",919,209,228,710,691
2962,"0131",1824,2107,2201,-283,-377
2962,"0135",1976,518,641,1458,1335
2963,"0131",2142,1869,1919,273,223
2963,"0135",1351,424,582,927,769
2964,"0131",2736,2609,2786,127,-50
2964,"0135",2156,641,777,1515,1379
2965,"0131",1596,2059,2171,-463,-575
2965,"0135",2208,506,671,1702,1537
2966,"0131",1538,2035,2220,-497,-682
2966,"0135",2554,563,701,1991,1853
2967,"0131",1076,1423,1501,-347,-425
2967,"0135",1539,329,384,1210,1155
2968,"0131",1394,1143,1680,251,-286
2968,"0135",1529,256,489,1273,1040
2969,"0131",1726,1365,1583,361,143
2969,"0135",1119,352,473,767,646
2970,"0131",1548,1662,1720,-114,-172
2970,"0135",1579,401,529,1178,1050
2971,"0131",1904,1807,1858,97,46
2971,"0135",1273,382,492,891,781
2972,"0131",1233,1858,2083,-625,-850
2972,"0135",2532,461,624,2071,1908
2973,"0131",1274,1231,1340,43,-66
2973,"0135",1054,270,382,784,672
2974,"0131",1087,1108,1109,-21,-22
2974,"0135",910,194,306,716,604
2975,"0131",1214,1357,1411,-143,-197
2975,"0135",1402,349,442,1053,960
2976,"0131",1357,1758,2104,-401,-747
2976,"0135",2445,436,683,2009,1762
2977,"0131",399,191,262,208,137
2977,"0135",112,93,100,19,12
2978,"0131",2088,2362,2352,-274,-264
2978,"0135",1687,386,488,1301,1199
2979,"0131",1479,1726,1954,-247,-475
2979,"0135",1713,381,382,1332,1331
2980,"0131",608,1274,760,-666,-152
2980,"0135",557,193,151,364,406
2981,"0131",1089,1624,1672,-535,-583
2981,"0135",1519,225,338,1294,1181
2982,"0131",1244,1940,1453,-696,-209
2982,"0135",1124,295,313,829,811
2983,"0131",2039,1876,2099,163,-60
2983,"0135",1396,250,473,1146,923
2984,"0131",2303,1886,2170,417,133
2984,"0135",1131,315,455,816,676
2985,"0131",1716,1971,1625,-255,91
2985,"0135",910,287,337,623,573
2986,"0131",870,1078,897,-208,-27
2986,"0135",801,157,177,644,624
2987,"0131",1377,2081,2199,-704,-822
2987,"0135",2163,291,461,1872,1702
2988,"0131",1765,1926,1972,-161,-207
2988,"0135",1409,352,438,1057,971
2989,"0131",1331,1860,1469,-529,-138
2989,"0135",980,325,306,655,674
2990,"0131",1409,1474,1637,-65,-228
2990,"0135",1124,224,320,900,804
2991,"0131",0,1318,0,-1318,0
2991,"0135",0,189,0,-189,0
2992,"0131",1183,1303,1416,-120,-233
2992,"0135",1076,215,309,861,767
2993,"0131",1122,1363,1444,-241,-322
2993,"0135",1178,242,266,936,912
2994,"0131",1111,1682,1433,-571,-322
2994,"0135",1144,266,297,878,847
2995,"0131",1386,1709,1778,-323,-392
2995,"0135",1377,230,333,1147,1044
2996,"0131",1650,2376,1621,-726,29
2996,"0135",854,338,294,516,560
2997,"0131",1514,1711,1789,-197,-275
2997,"0135",1289,228,380,1061,909
2998,"0131",1281,2005,1845,-724,-564
2998,"0135",1519,251,305,1268,1214
2999,"0131",1863,2108,2294,-245,-431
2999,"0135",1747,339,433,1408,1314
3000,"0131",1629,1894,2004,-265,-375
3000,"0135",1322,221,295,1101,1027
3001,"0131",1825,1888,2218,-63,-393
3001,"0135",1631,318,371,1313,1260
3002,"0131",1678,2100,2164,-422,-486
3002,"0135",1684,308,392,1376,1292
3003,"0131",1566,1869,2091,-303,-525
3003,"0135",1569,213,340,1356,1229
3004,"0131",1862,2127,2260,-265,-398
3004,"0135",1636,237,368,1399,1268
3005,"0131",1869,2316,2559,-447,-690
3005,"0135",1877,258,390,1619,1487
3006,"0131",1067,1735,1870,-668,-803
3006,"0135",1820,220,329,1600,1491
3007,"0131",1614,1579,1689,35,-75
3007,"0135",928,167,279,761,649
3008,"0131",1622,2445,1961,-823,-339
3008,"0135",1420,233,327,1187,1093
3009,"0131",1316,1465,1682,-149,-366
3009,"0135",1201,204,273,997,928
3010,"0131",0,268,0,-268,0
3010,"0135",0,85,0,-85,0
3011,"0131",1352,667,682,685,670
3011,"0135",911,750,858,161,53
3012,"0131",287,154,155,133,132
3012,"0135",274,175,217,99,57
3013,"0131",1494,1109,1172,385,322
3013,"0135",2237,1145,1383,1092,854
3014,"0131",53,183,90,-130,-37
3014,"0135",230,159,92,71,138
3015,"0131",352,221,213,131,139
3015,"0135",387,228,287,159,100
3016,"0131",1491,942,885,549,606
3016,"0135",1375,956,1096,419,279
3017,"0131",1094,542,588,552,506
3017,"0135",920,667,799,253,121
3018,"0131",1534,795,819,739,715
3018,"0135",1319,907,1128,412,191
3019,"0131",604,376,416,228,188
3019,"0135",815,474,588,341,227
3020,"0131",624,455,447,169,177
3020,"0135",1052,655,685,397,367
3021,"0131",1590,851,938,739,652
3021,"0135",1490,996,1225,494,265
3022,"0131",1211,820,874,391,337
3022,"0135",1890,1006,1163,884,727
3023,"0131",1468,944,994,524,474
3023,"0135",1966,1132,1361,834,605
3024,"0131",1529,758,812,771,717
3024,"0135",1009,798,978,211,31
3025,"0131",564,613,643,-49,-79
3025,"0135",1713,784,967,929,746
3026,"0131",348,268,267,80,81
3026,"0135",524,269,330,255,194
3027,"0131",1990,1200,1299,790,691
3027,"0135",1481,766,1020,715,461
3028,"0131",1455,897,913,558,542
3028,"0135",1094,642,804,452,290
3029,"0131",1372,1018,1021,354,351
3029,"0135",1455,731,892,724,563
3030,"0131",1097,687,828,410,269
3030,"0135",1152,444,683,708,469
3031,"0131",855,603,603,252,252
3031,"0135",845,469,559,376,286
3032,"0131",1091,980,1121,111,-30
3032,"0135",2022,725,1051,1297,971
3033,"0131",941,525,539,416,402
3033,"0135",463,325,414,138,49
3034,"0131",642,408,369,234,273
3034,"0135",493,303,376,190,117
3035,"0131",804,619,621,185,183
3035,"0135",898,366,527,532,371
3036,"0131",1036,738,832,298,204
3036,"0135",1200,475,693,725,507
3037,"0131",1531,776,807,755,724
3037,"0135",697,568,674,129,23
3038,"0131",604,422,449,182,155
3038,"0135",639,325,409,314,230
3039,"0131",261,728,914,-467,-653
3039,"0135",1397,332,343,1065,1054
3040,"0131",798,663,850,135,-52
3040,"0135",917,221,385,696,532
3041,"0131",1465,792,1318,673,147
3041,"0135",1087,278,515,809,572
3042,"0131",993,251,803,742,190
3042,"0135",715,144,412,571,303
3043,"0131",1549,1444,1500,105,49
3043,"0135",1611,513,715,1098,896
3044,"0131",2248,2151,2160,97,88
3044,"0135",2306,878,1074,1428,1232
3045,"0131",2403,1528,1622,875,781
3045,"0135",780,511,661,269,119
3046,"0131",1177,1210,1255,-33,-78
3046,"0135",1388,263,405,1125,983
3047,"0131",468,0,549,468,-81
3047,"0135",644,0,240,644,404
3048,"0131",1798,0,1628,1798,170
3048,"0135",1603,0,774,1603,829
3049,"0131",1226,900,962,326,264
3049,"0135",720,338,436,382,284
3050,"0131",266,243,398,23,-132
3050,"0135",581,103,211,478,370
3051,"0131",445,442,441,3,4
3051,"0135",382,82,177,300,205
3052,"0131",2347,2233,2335,114,12
3052,"0135",2129,643,922,1486,1207
3053,"0131",658,646,718,12,-60
3053,"0135",981,226,260,755,721
3054,"0131",1450,650,1458,800,-8
3054,"0135",1324,161,525,1163,799
3055,"0131",249,402,449,-153,-200
3055,"0135",784,103,104,681,680
3056,"0131",601,669,723,-68,-122
3056,"0135",1062,240,321,822,741
3057,"0131",2064,2055,2120,9,-56
3057,"0135",2216,651,888,1565,1328
3058,"0131",187,251,276,-64,-89
3058,"0135",357,81,107,276,250
3059,"0131",50,285,298,-235,-248
3059,"0135",524,100,125,424,399
3060,"0131",1051,462,593,589,458
3060,"0135",108,76,218,32,-110
3061,"0131",248,183,189,65,59
3061,"0135",162,109,104,53,58
3062,"0131",721,533,604,188,117
3062,"0135",964,443,563,521,401
3063,"0131",688,528,523,160,165
3063,"0135",974,441,594,533,380
3064,"0131",691,522,547,169,144
3064,"0135",980,510,617,470,363
3065,"0131",721,371,446,350,275
3065,"0135",673,311,499,362,174
3066,"0131",1855,905,953,950,902
3066,"0135",920,739,869,181,51
3067,"0131",2114,1160,1302,954,812
3067,"0135",1818,1010,1374,808,444
3068,"0131",272,492,405,-220,-133
3068,"0135",847,370,356,477,491
3069,"0131",950,542,544,408,406
3069,"0135",869,582,674,287,195
3070,"0131",1420,695,817,725,603
3070,"0135",1390,983,1199,407,191
3071,"0131",365,302,314,63,51
3071,"0135",760,410,467,350,293
3072,"0131",547,375,418,172,129
3072,"0135",858,487,586,371,272
3073,"0131",241,243,132,-2,109
3073,"0135",190,298,183,-108,7
3074,"0131",1494,990,1028,504,466
3074,"0135",1350,810,997,540,353
3075,"0131",1279,851,899,428,380
3075,"0135",1312,753,959,559,353
3076,"0131",1073,1112,1152,-39,-79
3076,"0135",2024,797,1005,1227,1019
3077,"0131",1432,826,918,606,514
3077,"0135",1097,592,844,505,253
3078,"0131",1461,1313,1401,148,60
3078,"0135",2224,984,1165,1240,1059
3079,"0131",1001,119,730,882,271
3079,"0135",941,56,684,885,257
3080,"0131",521,597,637,-76,-116
3080,"0135",1260,455,572,805,688
3081,"0131",965,846,876,119,89
3081,"0135",1265,593,708,672,557
3082,"0131",866,725,673,141,193
3082,"0135",1392,993,935,399,457
3083,"0131",1522,681,716,841,806
3083,"0135",1068,854,1083,214,-15
3084,"0131",1429,728,731,701,698
3084,"0135",1150,847,1086,303,64
3085,"0131",1143,689,683,454,460
3085,"0135",1129,801,954,328,175
3086,"0131",183,79,89,104,94
3086,"0135",113,101,117,12,-4
3087,"0131",842,617,840,225,2
3087,"0135",1708,758,991,950,717
3088,"0131",1652,887,875,765,777
3088,"0135",1246,989,1194,257,52
3089,"0131",1270,1030,1098,240,172
3089,"0135",2112,1152,1328,960,784
3090,"0131",2145,1079,1168,1066,977
3090,"0135",1285,1152,1329,133,-44
3091,"0131",463,224,237,239,226
3091,"0135",383,320,357,63,26
3092,"0131",549,259,265,290,284
3092,"0135",208,247,290,-39,-82
3093,"0131",1421,976,1073,445,348
3093,"0135",864,503,594,361,270
3094,"0131",771,1240,1266,-469,-495
3094,"0135",1781,522,646,1259,1135
3095,"0131",1221,856,914,365,307
3095,"0135",740,439,517,301,223
3096,"0131",105,1079,116,-974,-11
3096,"0135",186,561,78,-375,108
3097,"0131",539,665,513,-126,26
3097,"0135",583,340,323,243,260
3098,"0131",1496,1095,1113,401,383
3098,"0135",1096,619,782,477,314
3099,"0131",1395,1155,1215,240,180
3099,"0135",1466,661,768,805,698
3100,"0131",1046,886,950,160,96
3100,"0135",904,394,472,510,432
3101,"0131",681,472,484,209,197
3101,"0135",443,234,293,209,150
3102,"0131",1542,1362,1442,180,100
3102,"0135",1567,829,864,738,703
3103,"0131",823,596,649,227,174
3103,"0135",602,317,397,285,205
3104,"0131",1157,855,934,302,223
3104,"0135",845,474,555,371,290
3105,"0131",230,373,387,-143,-157
3105,"0135",634,205,223,429,411
3106,"0131",583,661,725,-78,-142
3106,"0135",849,340,366,509,483
3107,"0131",1140,1320,1315,-180,-175
3107,"0135",1695,629,731,1066,964
3108,"0131",1590,1192,1239,398,351
3108,"0135",1166,666,784,500,382
3109,"0131",1622,1403,1602,219,20
3109,"0135",1738,658,873,1080,865
3110,"0131",356,249,278,107,78
3110,"0135",208,109,150,99,58
3111,"0131",486,316,347,170,139
3111,"0135",374,227,256,147,118
3112,"0131",1682,1270,1418,412,264
3112,"0135",1465,689,909,776,556
3113,"0131",568,400,455,168,113
3113,"0135",322,175,206,147,116
3114,"0131",275,427,435,-152,-160
3114,"0135",595,160,205,435,390
3115,"0131",244,455,376,-211,-132
3115,"0135",521,250,194,271,327
3116,"0131",1283,982,1013,301,270
3116,"0135",1325,622,826,703,499
3117,"0131",1678,1027,1020,651,658
3117,"0135",1192,817,1005,375,187
3118,"0131",1350,1094,1129,256,221
3118,"0135",1762,836,1021,926,741
3119,"0131",673,632,673,41,0
3119,"0135",1340,618,719,722,621
3120,"0131",696,438,455,258,241
3120,"0135",466,300,387,166,79
3121,"0131",988,804,716,184,272
3121,"0135",1031,663,696,368,335
3122,"0131",2138,1355,1387,783,751
3122,"0135",1601,1064,1258,537,343
3123,"0131",2224,1156,1158,1068,1066
3123,"0135",959,924,1066,35,-107
3124,"0131",1589,831,821,758,768
3124,"0135",638,656,783,-18,-145
3125,"0131",856,428,456,428,400
3125,"0135",294,301,364,-7,-70
3126,"0131",444,549,573,-105,-129
3126,"0135",1019,341,451,678,568
3127,"0131",369,187,197,182,172
3127,"0135",219,189,224,30,-5
3128,"0131",853,718,687,135,166
3128,"0135",1030,482,672,548,358
3129,"0131",853,602,591,251,262
3129,"0135",595,364,451,231,144
3130,"0131",103,302,317,-199,-214
3130,"0135",756,241,306,515,450
3131,"0131",808,778,818,30,-10
3131,"0135",1400,661,736,739,664
3132,"0131",674,518,542,156,132
3132,"0135",771,415,488,356,283
3133,"0131",307,334,330,-27,-23
3133,"0135",556,219,264,337,292
3134,"0131",195,86,86,109,109
3134,"0135",92,84,106,8,-14
3135,"0131",269,184,181,85,88
3135,"0135",206,137,171,69,35
3136,"0131",525,382,364,143,161
3136,"0135",595,373,452,222,143
3137,"0131",681,485,511,196,170
3137,"0135",1003,570,674,433,329
3138,"0131",1211,975,1026,236,185
3138,"0135",2223,1112,1386,1111,837
3139,"0131",682,240,251,442,431
3139,"0135",141,294,341,-153,-200
3140,"0131",1119,476,484,643,635
3140,"0135",585,604,765,-19,-180
3141,"0131",1210,757,814,453,396
3141,"0135",1360,797,971,563,389
3142,"0131",854,348,468,506,386
3142,"0135",838,456,677,382,161
3143,"0131",924,733,744,191,180
3143,"0135",1368,927,874,441,494
3144,"0131",1452,919,931,533,521
3144,"0135",1666,1164,1272,502,394
3145,"0131",1441,693,726,748,715
3145,"0135",1119,971,1061,148,58
3146,"0131",300,256,254,44,46
3146,"0135",447,285,248,162,199
3147,"0131",1703,737,792,966,911
3147,"0135",1324,1201,1437,123,-113
3148,"0131",832,443,447,389,385
3148,"0135",867,675,803,192,64
3149,"0131",1146,743,746,403,400
3149,"0135",1681,1129,1325,552,356
3150,"0131",876,388,310,488,566
3150,"0135",254,541,522,-287,-268
3151,"0131",1326,589,637,737,689
3151,"0135",1257,984,1189,273,68
3152,"0131",1020,571,608,449,412
3152,"0135",1288,992,1026,296,262
3153,"0131",541,242,226,299,315
3153,"0135",301,293,345,8,-44
3154,"0131",257,125,123,132,134
3154,"0135",319,236,289,83,30
3155,"0131",1257,646,698,611,559
3155,"0135",1280,757,1136,523,144
3156,"0131",1078,471,486,607,592
3156,"0135",870,714,927,156,-57
3157,"0131",1094,504,522,590,572
3157,"0135",861,730,888,131,-27
3158,"0131",108,199,218,-91,-110
3158,"0135",743,314,375,429,368
3159,"0131",413,139,156,274,257
3159,"0135",161,210,258,-49,-97
3160,"0131",888,297,317,591,571
3160,"0135",360,503,579,-143,-219
3161,"0131",336,188,205,148,131
3161,"0135",435,328,385,107,50
3162,"0131",357,150,178,207,179
3162,"0135",389,337,396,52,-7
3163,"0131",293,135,143,158,150
3163,"0135",477,405,465,72,12
3164,"0131",42,101,109,-59,-67
3164,"0135",416,190,238,226,178
3165,"0131",137,89,108,48,29
3165,"0135",392,251,312,141,80
3166,"0131",119,90,106,29,13
3166,"0135",387,235,296,152,91
3167,"0131",227,61,58,166,169
3167,"0135",80,152,180,-72,-100
3168,"0131",227,94,85,133,142
3168,"0135",326,264,330,62,-4
3169,"0131",81,49,60,32,21
3169,"0135",226,140,160,86,66
3170,"0131",1170,382,414,788,756
3170,"0135",626,807,930,-181,-304
3171,"0131",677,297,339,380,338
3171,"0135",883,700,801,183,82
3172,"0131",512,136,151,376,361
3172,"0135",289,388,456,-99,-167
3173,"0131",357,163,182,194,175
3173,"0135",578,445,529,133,49
3174,"0131",131,88,105,43,26
3174,"0135",410,279,314,131,96
3175,"0131",434,234,252,200,182
3175,"0135",629,493,567,136,62
3176,"0131",367,180,189,187,178
3176,"0135",436,343,396,93,40
3177,"0131",635,123,214,512,421
3177,"0135",266,278,459,-12,-193
3178,"0131",384,242,258,142,126
3178,"0135",689,415,498,274,191
3179,"0131",446,187,214,259,232
3179,"0135",301,258,328,43,-27
3180,"0131",380,407,406,-27,-26
3180,"0135",1151,542,643,609,508
3181,"0131",435,239,274,196,161
3181,"0135",651,434,510,217,141
3182,"0131",1153,333,363,820,790
3182,"0135",486,699,869,-213,-383
3183,"0131",830,159,308,671,522
3183,"0135",541,360,714,181,-173
3184,"0131",153,90,95,63,58
3184,"0135",301,209,264,92,37
3185,"0131",582,281,241,301,341
3185,"0135",387,625,447,-238,-60
3186,"0131",1085,534,519,551,566
3186,"0135",1268,1177,1252,91,16
3187,"0131",835,362,399,473,436
3187,"0135",847,740,884,107,-37
3188,"0131",1073,332,343,741,730
3188,"0135",560,810,894,-250,-334
3189,"0131",495,323,357,172,138
3189,"0135",1181,764,907,417,274
3190,"0131",1284,410,450,874,834
3190,"0135",682,866,1022,-184,-340
3191,"0131",1211,364,397,847,814
3191,"0135",718,829,1018,-111,-300
3192,"0131",1135,566,518,569,617
3192,"0135",1354,1220,1280,134,74
3193,"0131",732,118,178,614,554
3193,"0135",110,245,465,-135,-355
3194,"0131",251,114,117,137,134
3194,"0135",259,229,273,30,-14
3195,"0131",1452,384,446,1068,1006
3195,"0135",517,891,1053,-374,-536
3196,"0131",288,100,105,188,183
3196,"0135",176,196,236,-20,-60
3197,"0131",938,431,481,507,457
3197,"0135",730,590,699,140,31
3198,"0131",453,333,357,120,96
3198,"0135",911,501,572,410,339
3199,"0131",561,279,297,282,264
3199,"0135",518,377,476,141,42
3200,"0131",428,300,302,128,126
3200,"0135",646,350,467,296,179
3201,"0131",235,96,105,139,130
3201,"0135",157,131,175,26,-18
3202,"0131",698,243,256,455,442
3202,"0135",406,466,564,-60,-158
3203,"0131",347,245,266,102,81
3203,"0135",810,482,588,328,222
3204,"0131",141,161,191,-20,-50
3204,"0135",693,349,424,344,269
3205,"0131",993,247,337,746,656
3205,"0135",392,586,707,-194,-315
3206,"0131",18,63,55,-45,-37
3206,"0135",249,162,156,87,93
3207,"0131",795,294,304,501,491
3207,"0135",602,617,748,-15,-146
3208,"0131",242,236,230,6,12
3208,"0135",610,382,398,228,212
3209,"0131",500,485,520,15,-20
3209,"0135",1720,915,1140,805,580
3210,"0131",900,514,504,386,396
3210,"0135",1322,876,1116,446,206
3211,"0131",1166,69,508,1097,658
3211,"0135",824,99,939,725,-115
3212,"0131",465,391,420,74,45
3212,"0135",1210,619,752,591,458
3213,"0131",439,133,150,306,289
3213,"0135",176,243,297,-67,-121
3214,"0131",950,444,490,506,460
3214,"0135",1010,736,902,274,108
3215,"0131",1253,452,474,801,779
3215,"0135",718,746,899,-28,-181
3216,"0131",166,67,67,99,99
3216,"0135",101,105,117,-4,-16
3217,"0131",227,101,100,126,127
3217,"0135",169,125,152,44,17
3218,"0131",0,0,0,0,0
3218,"0135",0,0,0,0,0
3219,"0131",169,67,68,102,101
3219,"0135",120,118,145,2,-25
3220,"0131",908,484,539,424,369
3220,"0135",1380,1019,1111,361,269
3221,"0131",933,570,480,363,453
3221,"0135",1280,1091,1083,189,197
3222,"0131",653,219,247,434,406
3222,"0135",479,460,550,19,-71
3223,"0131",431,126,130,305,301
3223,"0135",111,212,260,-101,-149
3224,"0131",612,233,260,379,352
3224,"0135",524,444,525,80,-1
3225,"0131",1383,751,740,632,643
3225,"0135",1813,1378,1554,435,259
3226,"0131",1443,540,520,903,923
3226,"0135",817,996,1080,-179,-263
3227,"0131",695,436,418,259,277
3227,"0135",1271,935,980,336,291
3228,"0131",93,173,141,-80,-48
3228,"0135",484,343,273,141,211
3229,"0131",97,174,186,-77,-89
3229,"0135",726,355,418,371,308
3230,"0131",1157,339,392,818,765
3230,"0135",544,720,890,-176,-346
3231,"0131",104,95,99,9,5
3231,"0135",469,255,307,214,162
3232,"0131",365,221,240,144,125
3232,"0135",516,329,404,187,112
3233,"0131",448,234,227,214,221
3233,"0135",347,258,314,89,33
3234,"0131",998,476,494,522,504
3234,"0135",677,493,640,184,37
3235,"0131",453,192,299,261,154
3235,"0135",672,268,470,404,202
3236,"0131",668,555,567,113,101
3236,"0135",1288,649,798,639,490
3237,"0131",800,523,563,277,237
3237,"0135",1109,642,713,467,396
3238,"0131",1893,1084,1073,809,820
3238,"0135",1729,1077,1395,652,334
3239,"0131",167,163,177,4,-10
3239,"0135",403,176,222,227,181
3240,"0131",138,149,185,-11,-47
3240,"0135",419,165,187,254,232
3241,"0131",1442,665,698,777,744
3241,"0135",1086,804,1017,282,69
3242,"0131",664,287,290,377,374
3242,"0135",467,394,471,73,-4
3243,"0131",396,224,178,172,218
3243,"0135",411,287,351,124,60
3244,"0131",1596,819,822,777,774
3244,"0135",1177,798,1045,379,132
3245,"0131",1337,611,611,726,726
3245,"0135",919,697,928,222,-9
3246,"0131",454,300,330,154,124
3246,"0135",663,315,400,348,263
3247,"0131",308,102,105,206,203
3247,"0135",95,129,158,-34,-63
3248,"0131",1237,1466,1223,-229,14
3248,"0135",1257,585,595,672,662
3249,"0131",656,490,515,166,141
3249,"0135",461,178,258,283,203
3250,"0131",475,340,358,135,117
3250,"0135",347,172,233,175,114
3251,"0131",1799,1198,1285,601,514
3251,"0135",982,520,698,462,284
3252,"0131",143,327,355,-184,-212
3252,"0135",555,131,120,424,435
3253,"0131",1346,1318,1401,28,-55
3253,"0135",2289,774,1119,1515,1170
3254,"0131",1966,1115,1136,851,830
3254,"0135",1156,902,1058,254,98
3255,"0131",196,201,211,-5,-15
3255,"0135",468,146,197,322,271
3256,"0131",213,189,191,24,22
3256,"0135",249,102,126,147,123
3257,"0131",1360,769,1028,591,332
3257,"0135",1432,600,952,832,480
3258,"0131",562,494,542,68,20
3258,"0135",865,295,459,570,406
3259,"0131",703,355,374,348,329
3259,"0135",415,296,370,119,45
3260,"0131",440,265,300,175,140
3260,"0135",412,223,288,189,124
3261,"0131",1027,591,691,436,336
3261,"0135",959,534,694,425,265
3262,"0131",432,280,282,152,150
3262,"0135",441,241,307,200,134
3263,"0131",478,169,178,309,300
3263,"0135",69,126,190,-57,-121
3264,"0131",1460,981,994,479,466
3264,"0135",1425,718,934,707,491
3265,"0131",1836,1082,1140,754,696
3265,"0135",1540,943,1160,597,380
3266,"0131",1418,876,963,542,455
3266,"0135",1640,732,971,908,669
3267,"0131",249,173,182,76,67
3267,"0135",301,136,194,165,107
3268,"0131",441,188,308,253,133
3268,"0135",398,202,301,196,97
3269,"0131",994,556,580,438,414
3269,"0135",631,419,538,212,93
3270,"0131",202,202,205,0,-3
3270,"0135",356,138,189,218,167
3271,"0131",513,386,395,127,118
3271,"0135",621,309,389,312,232
3272,"0131",742,334,379,408,363
3272,"0135",469,219,296,250,173
3273,"0131",120,36,41,84,79
3273,"0135",9,35,48,-26,-39
3274,"0131",1888,723,810,1165,1078
3274,"0135",1517,1195,1631,322,-114
3275,"0131",1614,698,788,916,826
3275,"0135",1737,1254,1560,483,177
3276,"0131",1783,727,773,1056,1010
3276,"0135",1296,1077,1381,219,-85
3277,"0131",184,123,133,61,51
3277,"0135",400,222,287,178,113
3278,"0131",185,206,214,-21,-29
3278,"0135",692,337,393,355,299
3279,"0131",132,77,65,55,67
3279,"0135",107,68,77,39,30
3280,"0131",221,163,185,58,36
3280,"0135",241,144,109,97,132
3281,"0131",1331,780,782,551,549
3281,"0135",1202,759,924,443,278
3282,"0131",356,328,332,28,24
